report	match_text
ar_2009.txt	of industrialists/businessmen. The Electronics and Computer Software Export Promotion Council organized a BSM on November 30,2009. In 2009, India approved a Line of Credit of US$ 25 million for agricultural projects to Madagascar to enhance productivity of rice with a view to ensure its food security. Delegation level visits included visit of an
ar_2009.txt	Commission at the Secretary level held in New Delhi in March 2009. India’s development cooperation continued with the announcement of a Line of Credit of US$ 4.7 million for the establishment of a Vocational Centre in Maseru. A grant of US$ 1.79 million is also being provided for the setting up of a full-fledged India-Lesotho Centre for Advance Education & Information Technology in Maseru; an MoU in this
ar_2009.txt	grew by 29.08% in 2007-2008 compared to 2006-07 and India’s imports from Malawi showed an increase of 35.54% in comparison of the previous year. A US$ 30 million Government of India line of credit extended to Malawi in 2008 is being well utilized to finance the projects in areas of irrigation, tobacco threshing
ar_2009.txt	and Employment Shri Harish Rawat, three Members of Parliament, senior officers and media. A business delegation separately accompanied the Vice President’s delegation. Malawi has utilized US$ 30 million line of credit extended in 2008. The Vice President announced a new line of credit of US$ 50 million to Malawi for its developmental projects. He also announced a grant of US$ 1 million as relief for earthquake which recently hit some parts of Malawi. Shri Tulsi Ram, Speaker of the Himachal Pradesh Vidhan Sabha, accompanied by Shri Goverdhan
ar_2009.txt	the provisional figures of the Directorate General of Commercial Intelligence and Statistics for the financial year 2009-10, exports from India to Mauritius are projected at US$ 956. 25 million (Rs. 4,398.13 crores) and imports from Mauritius to India at US$ 13.93 million (Rs. 64.05 crores). According to the Department of Industrial Policy and Promotion Foreign Direct Investment (FDI) inflows from Mauritius to India during the period April 2000 to August 2009 amounted to US$ 43.14 billion, providing for 44% of the total FDI into India over this period. During financial year 2008-09, FDI inflows from Mauritius to India amounted to US$ 11.2 billion. Mauritius remained the single largest source of FDI into India. According to Reserve Bank of India, India’s outward FDI (cleared proposals) to Mauritius amounted to US$ 2049 million, approximately 10 % of the total outward FDI in financial year 2008-09. Mauritius ranked sixth among the list of destinations for India’s outward FDI. Sir
ar_2009.txt	onboard the ships. Dr. Arvin Boolell, Minister of Foreign Affairs, Regional Integration and International Trade handed over on 9 July, 2009 a demand draft for US$ 500,000 (US Dollars five hundred thousand only - equivalent to Indian Rupees two crore forty three lakh seventeen thousand nine hundred forty six only) as a further contribution of the Government and the people of the Republic of Mauritius to the Prime Minister’s National Relief Fund.
ar_2009.txt	and Human Resources of Mauritius, visited New Delhi to attend the Pravasi Bhartiya Divas from 6-8 January, 2010. India extended a Line of Credit for US$ 30 million for rural electrification in the Mozambican provinces of Nampula, Zambezia, Inhambane and Gaza and a Credit Agreement in this regard was signed in April 2009.
ar_2009.txt	fostering greater investment opportunities in both countries by encouraging and reciprocal protection of such investments. The bilateral trade between India and Mozambique in 2008 was US$ 172.775 million, which was approximately 14% higher than US$ 152.575 million in 2007. Mozambique’s import from India increased from US$ 135.858 million in 2007 to US$ 144.374 million and its export to India also increased from US$ 16.71 million in 2007 to US$ 28.40 million in 2008. Mozambique India’s relations with Mozambique continued to be warm, friendly and mutually beneficial. The second IndiaMozambique Joint Commission Meeting held on 19 February,
ar_2009.txt	commissioning the 33 KV Power station in Gaza province. The station was set up by the Overseas Infrastructure (India) Pvt. Ltd., as part of the US$ 20 million line of credit granted by India to Mozambique. 60 Africa (South of Sahara) Namibia Dr. Sam Nujoma and Minister of Mines and Energy Mr. Erkki
ar_2009.txt	Geology and Mineral Resources; (iv) MoU on Pan-African e-Network and (v) MoU on Waiver of Visas for Diplomatic and Official Passport holders. An amount of Rs. 1 crore was donated by India towards flood relief in Namibia in April 2009. India’s timely gesture and contribution made a positive impact and generated immense goodwill
ar_2009.txt	Minister of Trade and Industry Dr. Hage Geingob. During the visit, a number of announcement were made by India: (i) a Line of Credit of US$ 100 million over the next five years to be used in projects and supplies of products from India; (ii) grants-in-aid of US$ 10 million for the education and health sectors over the next five years; (iii) grant of over US$ 12 million for the establishment of the Faculties of Mining Engineering and IT at UNAM (northern campus); (iv) increase in the number of Indian Technical and Economic
ar_2009.txt	was signed on 1 April, 2009 in Windhoek by the Permanent Secretary of the Namibian Ministry of Defence. The total value of the contract is US$ 9.515 million. 61 Annual Report 2009 - 2010 Mr. John Rwangombwa, Minister of Finance and Economic Planning of Rwanda visited New Delhi from 14-16 January, 2010 for the purpose of signing the Line of Credit Agreement with EXIM Bank in respect of US$ 60 million LoC extended to Rwanda. As part of the decisions taken at the India-Africa Foreign Summit 2008, a two-week capacity building programme on International Business was
ar_2009.txt	UN system and the WTO Doha Round also remained close and effective. Rwanda India’s relations with Rwanda were further strengthened in 2009. Second tranche of US$ 60 million Line of Credit [out of a total of US$ 80 million] was approved for the construction of a 27.5 MW hydroelectric project on the Nyabarongo River being executed by BHEL. According to the provisional figures of the Directorate General of Commercial Intelligence and Statistics for the financial year 2009-10, exports from India to Rwanda are projected at US$ 29.31 million (growth of 126.83%) and imports from Rwanda to India at US$ 2.35 million (growth of 253.55%). Vice President Shri M. Hamid Ansari represented India at the inauguration ceremony of Dr. Jacob Zuma as the President of South Africa
ar_2009.txt	strong but the global financial crisis and the South African economy slipping into a recession in 2009 affected bilateral trade. Trade declined by 3% from US$ 6.27 billion in 2007-2008 to 6.10 billion in 2008-2009 with India’s imports accounting for US$ 4.55 billion and our exports to South Africa being valued at US$ 1.55 billion. Indian participation at South African business events continued. A CII led delegation attended the 11th Annual Power & Electricity Congress 2009 in Johannesburg in April
ar_2009.txt	manufacturers, led by Sports Goods Export Promotion Council, visited Johannesburg for SOCCEREX Exhibition in November- December 2009. previous year. The Indian exports were valued at US$ 10.35 million and Indian imports, US$ 37.17 million. Tanzania India’s bilateral relations with Tanzania, traditionally warm and friendly, continued to expand during the year under report. Academic cooperation, which received an impetus by
ar_2009.txt	the Dar-es-Salaam Institute of Technology. On the economic front bilateral trade and investment with Tanzania witnessed new heights as India’s trade with Tanzania stood at US$ 1.03 billion in 2008 ranking as the second largest trading partner of Tanzania and in terms of investment India ranks as the biggest investor in Tanzania crossing over US dollar one billion. Prime Minister of Tanzania, Mr. Mizingo Kayanza Peter Pinda, visited India in September 2009, following the announcement of “Kilimo Kwanza – Agriculture first” Policy by
ar_2009.txt	diplomatic ties with Swaziland in 1971. India’s relations with Swaziland continued to be warm and friendly. Government of India sanctioned a Line of Credit for US$ 10 million to Swaziland in September 2009 for setting up of a Science and Technology Park. Seventeen training slots for Swaziland were sanctioned in 2009-10 under ITEC.
ar_2009.txt	health care and higher studies have also expanded. India has emerged as the prime destination for advance medical During 2007-08, the bilateral trade amounted to US$ 47.52 million compared to US$ 61.57 million in the 64 Africa (South of Sahara) Dr. Beatrice Wabudeya, Minister in-charge of Presidency, Mr. Freddie Ruhindi, Deputy Attorney General/Minister of State for Justice and
ar_2009.txt	the provisional figures of the Directorate General of Commercial Intelligence and Statistics for the financial year 2009-10, exports from India to Uganda are projected at US$ 217.90 million (growth of 41.75%) and imports from Uganda to India at US$ 19.14 million (growth of 26.56%). A two member delegation from ASSOCHAM visited Uganda from 23 August, 2009 for one week at the invitation from the Ministry of
ar_2009.txt	senior officers and media. A business delegation separately accompanied the Vice President’s delegation. During the visit Vice President announced a new line of credit of US$ 75 million for developmental projects in Zambia and a grant of US$ 5 million for projects in health, education and social sectors. A Loan Agreement between EXIM Bank of India and the Zambian Ministry of Finance and National Planning was signed to extend to Zambia a US$ 50 million line of credit for the Itezhi Tezhi hydropower project in which TATA and ZESCO are joint venture partners. Zambia India-Zambia relations are marked by friendship,
ar_2009.txt	Planning Strategy”. Exim Bank of India has been providing credit lines to PTA bank which have been successfully used in COMESA countries. A total of US$ 60 million has so far been provided by the Exim Bank of India. Barefoot College, Rajasthan. Cultural Cooperation Agreement was signed. Republic of Congo A consignment of medicines worth Rs. 9.4 million was donated by India to the Republic of Congo. Ghana Dr. Shashi Tharoor, Minister of State for External Affairs made a brief halt at Accra on 19 September, 2009 when he called on President Mr. John Evans Atta Mills. India-COMESA trade has increased from 5.31 billion in 2007 to 8.9 billion in 2008, an increase of 68%. During the Conclave on India-Africa Project Partnership, COMESA Business Council (CBC) signed an MoU with Confederation of Indian Industry
ar_2009.txt	with Acting Foreign Minister Mr. William V. S. Bull. Protocol on Foreign Office Consultations was signed. India offered to Liberia assistance in the form of US$ 2 million grant to meet immediate requirements in health & education sectors; 25 India-made buses; one IT Centre of Excellence; two Learning Stations under the Hole-in-the-Wall Computer
ar_2009.txt	Consultations was signed. Cape Verde promised to support India’s candidature for non-Permanent seat on the UN Security Council for the years 2011-2012. India offered a US$ 5 million Line of Credit for setting up a Technological Park besides Rs. 10 million grant for meeting requirements in the education sector. One IT Centre of Excellence is also proposed to be set up in Cape Verde. Mali India
ar_2009.txt	political, economic, scientific, technical and cultural cooperation, Protocol on Foreign Office Consultations and MoUs with the EXIM Bank for operationalising Lines of Credit for [i] US$ 36 million electricity inter-connection project between Mali and Cote d’Ivoire and [ii] US$ 15 million in the field of agriculture were signed. Democratic Republic of Congo Niger Mr. Alexis Thambwe Mwamba, Minister of Foreign Affairs visited India from 27-30 October, 2009. Official talks were held with External Affairs Minister Shri S. M. Krishna at which time US$ 263 million worth Lines of Credit for projects in power, railway sectors were announced. India offered to set up one IT Centre of Excellence and three working
ar_2009.txt	official talks with 68 Africa (South of Sahara) Dr. Shashi Tharoor, Minister of State for External Affairs in New Delhi on 1 December. India announced US$ 1 million grant for setting up a Technology Incubation-cum-Production Centre for development of Small and Medium Enterprises (SME) sector and another grant of Rs. 10 million for meeting immediate requirements in education and health sectors. India also agreed to favourably consider a Line of Credit of US$ 5 million for priority projects in the fields of agriculture, capacity building and infrastructure. Joint Statement issued mentioned Government of Sao Tome and Principe’s support for India
ar_2009.txt	of Indo – Croatian Joint Committee on Trade and Economic Cooperation was held in Zagreb from 5-6 March, 2009. The bilateral trade in 2008 was US$ 147 million, a growth of 27% over 2007. India’s export was US$ 137 million. Czech Republic Shri S. M. Krishna, External Affairs Minister, visited Prague from 28-30 June, 2009, to attend India-EU Ministerial troika. During the visit EAM had
ar_2009.txt	Defence College (NDC) 19-member delegation visited Copenhagen from 10-16 May, 2009 as part of their study tour. Bilateral commodity trade between India and Denmark was US$ 1,249.7 million in 2008. Trade in Services trade between the two countries was at US$ 1,454.1 million in 2008. Shri Dinesh Rai, Secretary, Minsitry of Micro, Medium and Small Enterprises (MSME) visited Czech Republic from 11-13 January, 2010 Secretary, MSME was accompanied
ar_2009.txt	to Estonia under the Indian Technical and Economic Cooperation programme of and these were fully utilised. Bilateral trade between Estonia and India reached Euro 49 million in 2008. Denmark India and Denmark remained engaged in furthering their bilateral relation this year. Danish Prime Minister Mr. Lars Lokke Rasmussen paid a one
ar_2009.txt	been significant increase in bilateral commercial and economic activities and tourist outflow from Finland to India. Bilateral trade between Finland and India reached Euro 739 million in 2008. in-Chief Western Fleet, also visited Greece and held useful discussions with Greek Defence officials. Passex with Hellenic Navy was held on 21 July,
ar_2009.txt	Maharashtra. The current year witnessed enhanced cooperation between the two countries in various fields, including Science and Technology. The India-Hungary S&T Fund for Euro 2 million to promote joint research projects has been operationalised and bilateral S&T projects will be selected for funding soon. Two joint workshops on Science and Technology
ar_2009.txt	Usackas, along with a business delegation, participated in the Lithuania-India Business Forum in Mumbai. Bilateral trade between India and Lithuania has increased form Euro 32.23 million to Euro 292.69 million in 2008 as a result of export of a major consignment of fertilizers to India. Iceland India’s relations with Iceland continue to be close and
ar_2009.txt	discussions on bilateral and regional issues with Latvia Bilateral relations between India and Latvia are cordial and growing. India-Latvia bilateral trade in 2008-2009 stood at US$ 100.63 million against US$ 71.05 million in 75 Annual Report 2009 - 2010 Development and Transfer” in New Delhi from 22-23 October, 2009. During the said visit, the two sides signed
ar_2009.txt	bilateral trade between India and Malta has shown downward trend during 2007-2008, our exports again saw upward trend during 2008-2009 December-April Quarter and were 60.22 million. The Fifth Round of the India-Norway Foreign Office Consultations was held in Delhi on 16 June, 2009. During the Second meeting of the Joint Working
ar_2009.txt	Minister of Economy Mr. Lubomir Jahnatek to discuss ways of increasing economic cooperation between India and Slovakia. Trade between India and Slovakia in 2008 was US$ 244 million, an increase from US$ 228.5 million in 2007. Bilateral Trade has been growing at a healthy rate and was US$ 1,275 million in 2008. Poland was able to buck the recessionary trends in the EU and its economy is expected to grow at 1.4% in 2009. Romania
ar_2009.txt	visited Basel from 26-27 June, 2009 to attend the Plenary Meeting of the Financial Stability Board. Indo-Swedish bilateral trade continued to grow and stood at US$ 2.6 billion in 2008-2009 against US$ 2.3 billion in 2007-2008, registering an increase of 15.40%. The India-Sweden Health Week was held in New Delhi from 31 January-5 February 2010. In this connection, the
ar_2009.txt	led by Director, International Economic Relations in the Ministry of In the calendar year 2008, the volume of bilateral trade reached a figure of over US$ 3 billion with US$ 2.45 billion as India’s exports to Turkey. Both sides envisage raising this figure to US$ 5 billion by year 2011. On 23 September, 2009 PSLV C14 rocket of the Indian Space Research Organisation carried Turkey’s first nano-satellite ITUpSAT1, designed and manufactured by
ar_2009.txt	and pharmaceuticals, ICT, aeronautics, investment and market access, financial sectors, science and technology etc. India and Belgium set annual bilateral trade target of Euro 12 billion to be achieved by 2012 from the level of Euro 8.8 billion in 2008. first time ever that Indian troops took part in another country’s national day parade. President Sarkozy hosted a lunch in honour of Prime
ar_2009.txt	and Bengaluru. The visit in March 2010 is meant to consolidate bilateral economic relations between India and Belgium. Indo-French bilateral trade decreased to Euro 5.69 billion (US$ 8.08 billion) in the last 12 months (September 2009October 2008), reflecting the difficulties caused by the global economic crisis, as compared to Euro 6.96 billion (US$ 10.39 billion) during the corresponding 12-month period a year earlier (September 2008-October 2007), a decrease of 18.24%. The trade balance was in favour of India at Euro 409.6 million. The newly formed Indo-French CEO’s Forum held a preliminary meeting in Paris on 26 June, 2009 and the first meeting of the Forum was held
ar_2009.txt	component of the India-Netherlands relationship and showed satisfactory growth despite the global economic downturn. Two-way trade has been growing steadily, and stood at Euro 3.86 billion in 2008. The Netherlands remained among the top ten partners of India both in terms of the volume of bilateral trade with a significant positive
ar_2009.txt	2009 to participate in a road show. Two-way bilateral trade has shown an impressive growth. Total trade (in goods and services) is around £ 12 billion. The UK’s exports to India were up almost 30% in 2008 to £ 5.9 billion while imports were up 17% in 2008 to £ 6.2 billion (UK figures). The UK is the most preferred nation for investments by India Inc. so far, accounting deals worth US$ 6 billion (till August 2008). UK is the third largest investor in India. Top sectors attracting FDI inflows from UK are power, oil & gas, telecom and
ar_2009.txt	Cut-off Treaty at the Conference on Disarmament. In the field of education, both Governments launched a 21st Century Knowledge Initiative with a total funding of US$ 10 million that will be allocated to increasing university linkages and junior faculty development exchanges between US and Indian universities, including greater emphasis on community colleges. They
ar_2009.txt	Agreement were held in Vienna from 21-22 July, 2009, Trade and Economic Collaboration India-US bilateral trade in goods in the period January-October 2009 stood at US$ 31.5 billion. India exported goods worth US$ 17.6 billion to the US in this 96 The Americas from 24-26 October, 2009 for the India-US Trade Policy Forum meeting. period and imported goods worth US$ 13.9 billion from USA in the same period. India exported IT and IT enabled services worth US$ 28.3 billion in 2009 to the USA. A Trade Mission from the State of Washington led by Mr. Sam Sumner Reed, Secretary of State of Washington visited
ar_2009.txt	of one of the leading foreign investors in India. Total FDI equity inflow to India from the US during the period April 2000-August 2009 was US$ 7.44 billion accounting for 8% of total inflows into India during this period. US-bound investment from India increased about 48% on an average per year over 2004-08. In 2008, Indian companies invested around US$ 8.5 billion in the US market through M&Q, equity participation and other routes. The second India-US Aviation Partnership Summit was held in Washington D.C. from 7-9 December,
ar_2009.txt	situation. High Technology Cooperation High Technology Cooperation remained a top priority area of focus in India-US co-operation. Bilateral trade in high technology products stood at US$ 5.56 billion in 2008. India imported high technology products worth US$ 4.5 billion from the US and exported products worth US$ 1.06 billion to the US in 2008. Aerospace (US$ 2.6 billion - 60%) and IT and Communication products (US$ 1.03 billion - 22%) constituted the bulk of High Technology Products imported from the US. India-USA Joint Technical Group held its 12th meeting in Delhi from 28-29
ar_2009.txt	the cities. During the visit of Prime Minister to Washington, both Governments launched the “Obama-Singh 21st Century Knowledge Initiative” with funding from both sides – US$ 5 million each - to increase university linkages and junior faculty development exchanges between US and Indian universities. They also agreed to substantially expand the Fulbright – Nehru Programme with additional funding of US$ 1 million by each Government - to provide more student and scholar exchange grants in jointly identified priority fields that complement the areas of bilateral cooperation under
ar_2009.txt	discussions focused on strengthening bilateral education cooperation and implementation of the Singh-Obama Knowledge Initiative which was launched in November 2009 with a financial commitment of US$ 5 million each from India and USA. The India Canada agenda was steadily expanded during the year - pursuant to the Foreign Office Consultations held in Ottawa
ar_2009.txt	In Mumbai, she interacted with members of the Indian Industry. India-Canada bilateral trade Bilateral trade for the period January-November 2009 are as under: [Figures in US$ billion] Description January-November 2008 January-November 2009 % change India’s Total Exports 1.9 1.6 - 15.1 India’s Total Imports 2.05 1.7 -14.4 3.9 3.3 -14.7 Trade [Statistics
ar_2009.txt	the hope that with the finalisation of the proposed bilateral institutional framework, bilateral trade could be taken from the current level through concerted efforts to US$ 15-20 billion in the next five years. Building on the success of both India and Canada in weathering the economic downturn, both Governments agreed to work collaboratively
ar_2009.txt	in the Peaceful Uses of Nuclear Energy was initiated. Both sides expressed satisfaction at the growing economic engagement and bilateral trade which has increased from US$ 694 million in 2003 to US$ 1328 million in 2008 and set a trade target of US$ 3 billion by 2012. President Cristina participated in Business Seminars in Mumbai and Delhi and invited Indian businessmen to invest in Argentina. Indo-LAC Business Conclave in Buenos
ar_2009.txt	infrastructure facilities for export of iron ore from their leased mine in El Mutun in Bolivia which they acquired with a total investment of over US$ 2.1 billion. Brazil The strategic partnership with Brazil received further impetus with the visit of External Affairs Minister Shri S. M. Krishna to Brazil from 31 August-1
ar_2009.txt	Doha round in New Delhi at the invitation of Minister of Commerce Shri Anand Sharma. Trade between India and Brazil was to the tune of US$ 3.68 billion during 2008-09. Secretary (West) Shri Vivek Katju held bilateral talks with Mr. Roberto Jaguaribe, Under Secretary for Political Affairs, Ministry of Foreign Affairs of Brazil
ar_2009.txt	the invitation of his Mexican counterpart, as an observer for the midterm elections in Mexico on 5 July, 2009. Bilateral trade with Mexico is approximately US$ 2.3 billion in favour of Mexico [US$ 650 million + US$ 1738 million]. A 40-member business-cum-tourism delegation from Bancomer, the largest Bank in Mexico, visited India from 20 November-4 December 2009. Seven Indian engineering companies, led by Engineering
ar_2009.txt	movies. Venezuela In 2008-09 Venezuela became India’s largest trade partner in the LAC region due to high imports of crude oil to the tune of US$ 4 billion and exports from India were US$ 179 million. An 18-member delegation of the National Defence College visited Venezuela from 17-22 May, 2009. A nine member ICCR sponsored troupe visited Venezuela from 23-28 May,
ar_2009.txt	Official passport holders of both countries with effect from 1 April, 2009. As a gesture of solidarity, Government of India made a cash donation of US$ 250,000 to El Salvador as humanitarian assistance in the wake of hurricane ‘Ida’ in November 2009. Guatemala India has opened its mission in Guatemala in
ar_2009.txt	appeal for international assistance by the Government of Guatemala due to recurring droughts and food insecurity, the Government of India made a cash donation of US$ 250,000 to Guatemala in November 2009. Honduras Honduras utilized the US$ 30 million credit line extended by GoI for acquiring trucks, communication equipment, etc. from India. Nicaragua The training of IT personnel at “NIIT-INATEC India-Nicaragua IT centre” manned
ar_2009.txt	of these celebrations, ICCR sponsored the visit of a renowned Cuban Painter Ms. Zaida del Rio to India. India extended a Line of Credit of US$ 5 million to Cuba for the purchase of agricultural machinery from India in November 2009. Dominican Republic Bilateral Relations with Dominican Republic continued to widen and deepen
ar_2009.txt	participated in the 171st anniversary celebration of Indian Arrival Day in Guyana in May 2009. An Agreement to extend a line of credit (LoC) of US$ 4 million to purchase heavy duty agricultural pumps for drainage and irrigation projects in Guyana has been concluded. Haiti India made a cash contribution of US$ 5 million as emergency relief to Haiti for earthquake devastation on 12 January, 2010. Minister of State for External Affairs Dr. Shashi Tharoor visited Haiti on 26
ar_2009.txt	offered 21,000 hectares of land by Suriname government for its oil-palm project. Once the project is fully operational, it will involve an investment of over US$ 200 million and is likely to create more than 4000 jobs locally. Ministry of Defence, Suriname has signed an MoU with Hindustan Aeronautical Limited for supply of three Chetak helicopters at US$ 13.407 million under a Line of Credit extended by Government of India. Suriname’s Minister for Public Works Mr. Ganesh Kandhai visited India from 13-17 April, 2009 at
ar_2009.txt	Brothers in connection with the Second Phase of the Pumping stations being set up by Kirloskar Brothers. St. Lucia India made a cash donation of US$ 250,000 to St. Lucia for reconstruction of St. Jude Hospital which was destroyed in a fire accident. Trinidad & Tobago During the visit of Prime
ar_2009.txt	on Climate Change with separate eight National Missions, including Missions for Enhanced Energy Efficiency and Solar Energy, doubling the budget for forestry in 2009 to US$ 1.3 billion, setting ambitious goals, supporting and facilitating major research to assess various aspects related to climate change. Underscoring the highest priority attached by India to the
ar_2009.txt	Works Agency (UNRWA) during 2009 which was 60th anniversary year for its establishment for undertaking relief work in the occupied Palestinian territories. India also provided US$ 10 million as budget support to the Palestinian National Authority after the International Conference to Support the Palestinian Economy for the Reconstruction of Gaza held in Sharm-el-Sheikh
ar_2009.txt	projects that consolidate and strengthen democratic institutions and facilitate democratic governance. India is one of founding members and the second largest contributor to UNDEF with US$ 20 million. Since its inception, UNDEF has committed approximately US$ 80 million for around 271 projects in three rounds. During 2009, the Advisory Board of the UNDEF met twice, in April and October. It was recommended in
ar_2009.txt	the largest number of technical experts after UK under the Commonwealth Fund for Technical Cooperation (CFTC) for providing assistance to developing Commonwealth countries and contributed US$ 1 million to the fund in 2009-10. India has also committed Euro 1 million to the Commonwealth Connects Special Voluntary Fund created at CHOGM 112 Prime Minister, Dr. Manmohan Singh addressing a Press Conference, on the sidelines of the
ar_2009.txt	years. d) An additional 250 slots for training for the Commonwealth countries under India’s International Technical and Economic Cooperation (ITEC) programme. e) A contribution of US$ 80,000 per annum for a newly established Commonwealth Small States Joint Office in Geneva. f) Doubling of India’s contribution to the Commonwealth Media Development Fund to US$ 120,000, spread over a period of two years. g) Support for Commonwealth Secretary General’s initiative to convene a body of National Elections Commissions to share
ar_2009.txt	60th anniversary year of the creation of the Modern Commonwealth, including release of commemorative stamps and first day covers and release of commemorative coins of Rs. 100 and Rs. 5 denominations. Contact Group on Piracy off the Coast of Somalia India continued its participation in the deliberations of the Contact Group on Piracy off
ar_2009.txt	(SDF), pending establishment of its permanent premises in Bhutan in 2010. India is the only SAARC Member State to have transferred its full commitment of US$ 189.9 million to the SDF. Two regional projects are currently being implemented under the aegis of the SDF with technical assistance from India - project on women’s
ar_2009.txt	per “Principles of Regional Centres”. The total cost of establishing the SAU and to make it fully functional as per the agreed parameters will be US$ 308.91 million. India will be contributing US$ 229.11 million to the project which will include bearing 100% of the capital cost. The University is expected to be fully established by 2015. In a bid
ar_2009.txt	are a form of soft lending that enable the borrowing countries to undertake projects for infrastructure development and capacity building. 123 Lines of Credit worth US$ 5.02 billion have been extended by the Government of India to various developing countries so far. During the current financial year, 25 Lines of Credit amounting to US$ 1.03 billion have been approved up to 22 January, 2010. This includes LoCs of US$ 492 million to Sri Lanka for railway projects, LoC of US$ 100 million to Syria for financing the Tishreen Power Project, US$ 60 million to Belarus for reconstruction of the Grodno-II Power Plant and US$ 20 million to Mongolia for IT and livestock vaccination. The remaining amount has been allocated to countries in Africa and Latin America including Angola, Benin, Burkina Faso,
ar_2009.txt	of our Aid and Loan Programmes in the Current Financial Year 2009-2010 are as under in Revised Estimates 2009-2010 Aid & Loan to Countries (In Rupees Crores) % of India’s total aid and loan budget 1301.98 55.20 Afghanistan 287.00 12.17 Nepal 150.00 6.36 Bhutan African Countries 125.00 5.30 Mongolia 125.00 5.30 Sri
ar_2009.txt	of Bhutan and Government of Mongolia to assist in the implementation of developmental projects. During 2009-10, the loan extended to the two Governments amounts to Rs. 422.50 crores. 2. The Budget of the Ministry of External Affairs is essentially a Non-Plan Budget. However, from 199697, a Plan Budget Head has been established with
ar_2009.txt	Resources Management. 15.1.2009 Statute of the International Renewable Energy Agency (IRENA) adopted at Bonn on the twenty sixth day of January in the year two thousand and nine. 20.2.2009 Agreement between the Government of the Republic of India and the Republic of Mozambique for the Reciprocal Promotion and Protection of Investments.
ar_2009.txt	7 Two-day seminar on “India and Africa : An Emerging Partnership”. Society for Indian Ocean Studies (SIOS), New Delhi 8 One time financial Assistance. of Rs.75,00,000/- Centre for Indian Studies Beijing University, Beijing 9 Setting up an Institute of Foreign Policy Studies in Calcutta University Campus, Alipur Kolkatta University, Kolkatta 10 
